Project#,imaged,Morphospecies#,MorphospeciesName,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,Zoosection,Zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,Scientific Name,sex,identifiedBy,identificationRemarks,identificationQualifier,individualCount,lifeStage,preparations,establismentMeans ,basisOfRecord,institutionID,institutionCode,datasetID,catalogNumber,collectionCode,occurrenceRemarks,recordedBy,associatedMedia,associatedTaxa,associatedReferences,associatedSequences,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventTime,year,month,day,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,islandGroup,island,country,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,minimumElevationInMeters,maximumElevationInMeters,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,
SBBG-SR_001008,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,female,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001008,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001009,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001009,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001010,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001010,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001011,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001011,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001012,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001012,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001013,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001013,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001014,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001014,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001015,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,female,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001015,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001016,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,female,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001016,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001017,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,female,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001017,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001018,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001018,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001019,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,female,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001019,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001020,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001020,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001021,n,SBBG-SR_001654,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Halictidae,Halictinae,,Halictini,,Lasioglossum,Lasioglossum,channelense,,Lasioglossum channelense,female,Kylie Etter | Kylie Etter,to Lasioglossum (Lasioglossum) | to morphospecies SBBG-SR_001654,,1,,Pinned specimen,,PreservedSpecimen,SBBG,,SBBG-SR,001021,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001022,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001022,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001023,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001023,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001024,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001024,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001025,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001025,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001026,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,female,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001026,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001027,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001027,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_001028,n,SBBG-SR_001001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,,Apidae,Apinae,,Eucerini,,Melissodes,,cf. lupina,,,male,Stephanie Calloway,to morphospecies SBBG-SR_001002,,1,,Pinned specimen,,PreservedSpecimen,UCRC ENT,,SBBG-SR,001028,,,Stephanie Calloway | Denise Knapp,,,,,4S-PT_20170621,,Pan Trap,,,,,2017,6,21,perennial grassland with 20% veg cover,,"one tipped over, one gone (fox?)",,4S_Center,Channel Islands,San Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,Soledad Ridge,464,,,,Zone10 E767604,Zone10 N3760345,33.94959,-120.10439,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
